Customer Group,CustomerName,FactoryName,Order Value,Order Quantity,Margin
ABC S.A.,ABC S.A.,Apparels Village Limited,96964,20775,6817
ABC S.A.,ABC S.A.,Bongo Stitches Ltd.,22493,4686,1406
ABC S.A.,ABC S.A.,Lucky Star Apparels Ltd.,190893,43376,16803
ABC S.A.,ABC S.A.,Mamun Knitwear Ltd,60299,29414,3530
ABC S.A.,ABC S.A.,MG Niche Flair Ltd (Unit-2),22493,4686,1406
ABC S.A.,ABC S.A.,RBSR Fashions Ltd,109157,38562,16608
ABC S.A.,ABC S.A.,Unique Designers Ltd.,36513,11132,6791
Admiral,Admiral Diethnis Athlitiki Ltd.,,1457966,473627,0
Admiral,Admiral Diethnis Athlitiki Ltd.,Aleya Apparels Ltd.,16333,1098,2718
Admiral,Admiral Diethnis Athlitiki Ltd.,Alliance Knit Composite Ltd.,299475,37992,60614
Admiral,Admiral Diethnis Athlitiki Ltd.,Amana Knittex Ltd.,301085,41381,75813
Admiral,Admiral Diethnis Athlitiki Ltd.,APS Knit Composite Ltd.,525436,79696,98508
Admiral,Admiral Diethnis Athlitiki Ltd.,Armana Apparels Ltd,13176,1098,2696
Admiral,Admiral Diethnis Athlitiki Ltd.,Embee International Industries,112327,35544,14090
Admiral,Admiral Diethnis Athlitiki Ltd.,Excom Fashions Ltd.,144240,20102,41453
Admiral,Admiral Diethnis Athlitiki Ltd.,K.C Lingerie LTD,371490,185860,81576
Admiral,Admiral Diethnis Athlitiki Ltd.,Mitali Fashions Ltd.,161957,23115,35334
Admiral,Admiral Diethnis Athlitiki Ltd.,MZM Fashion Ltd.,52924,4095,7536
Admiral,Admiral Diethnis Athlitiki Ltd.,Pakiza Knit Composite Ltd.,2016536,331144,307539
Admiral,Admiral Diethnis Athlitiki Ltd.,VIP Spor Malzemeleri Tekstill SAN. TIC. LTD. STI.,23273,1960,2019
AJM,A.J.M. International Sports Promotions Ltd,HKD SINGAPORE PTE. LTD,58349,4692,9865
Amer Sports,Amer Sports Sourcing Limited,GMS Composite Knitting Ind. Ltd.,1337118,119276,357500
Amplified Clothing,Amplified Clothing Ltd.,Sahinler Egypt - Private Free Zone,516005,173156,91773
Apparel Group FZCO,Pathways FZCO,VIP Spor Malzemeleri Tekstill SAN. TIC. LTD. STI.,98862,9484,9565
Apparel62 SRL,Apparel62 SRL,Basic Shirts Ltd,957319,125125,120533
Apparel62 SRL,Apparel62 SRL,Eve Dress Shirts Ltd.,1100536,181560,171095
Apparel62 SRL,Apparel62 SRL,Hornbill Apparel Limited,75070,23616,13076
Apparel62 SRL,Apparel62 SRL,Minimax Ltd.,94847,23920,10024
Apparel62 SRL,Apparel62 SRL,Mosharaf Apparels Studio Limited,130973,28272,12163
Authentic Brands Group,Dayan Enterprises Corp.,Excom Fashions Ltd.,82119,7786,16549
Authentic Brands Group,Notos Com Holdings SA,Casual Garments Ltd.,103810,8650,18290
Badamax Retail. S.A.,Badamax Retail. S.A.,Jeeva Garments,13226,2814,2955
Badamax Retail. S.A.,Badamax Retail. S.A.,Saktidhara Textiles,10312,1983,1388
Badamax Retail. S.A.,Badamax Retail. S.A.,Sathish Fashion,21999,2668,3303
Basicnet,All Sports Inc.,,10075,3000,0
Basicnet,All Sports Inc.,Haewae Apparel Inc.,37707,2319,9010
Basicnet,All Sports Inc.,NRN Knitting & Garments Ltd,557,215,148
Basicnet,All Sports Inc.,P.A. Knit Composite Ltd.,1632,530,207
Basicnet,All Sports Inc.,Sanma Knit Fashions,2281,120,531
Basicnet,Basic Italia S.P.A (Basic Trademark Kappa s.r.l.),FRENDI FASHIONS. PVT.LTD,14045,1150,4730
Basicnet,CCC. EU SP. ZO. O,Cotton Field (BD) Ltd,124335,23000,30685
Basicnet,CCC. EU SP. ZO. O,Haewae Apparel Inc.,227950,16000,42550
Basicnet,CCC. EU SP. ZO. O,HKD SINGAPORE PTE. LTD,94984,9660,18417
Basicnet,CCC. EU SP. ZO. O,MF Apparels LTD.,199575,27500,47700
Basicnet,CCC. EU SP. ZO. O,N.A.Z Bangladesh Limited,446657,65550,82566
Basicnet,CCC. EU SP. ZO. O,NRN Knitting & Garments Ltd,15540,6000,4140
Basicnet,CCC. EU SP. ZO. O,P.A. Knit Composite Ltd.,144330,35600,25430
Basicnet,CCC. EU SP. ZO. O,Pakiza Knit Composite Ltd.,211180,80700,33940
Basicnet,CCC. EU SP. ZO. O,Sathish Fashion,1699,102,385
Basicnet,Crick Group (Pty) Ltd,MF Apparels LTD.,20703,2770,4949
Basicnet,Crick Group (Pty) Ltd,NRN Knitting & Garments Ltd,1554,600,414
Basicnet,Crick Group (Pty) Ltd,P.A. Knit Composite Ltd.,6952,1661,1405
Basicnet,Crick Group (Pty) Ltd,Smart Shoes Limited,10180,5330,3784
Basicnet,Deichmann SE,Haewae Apparel Inc.,5230,600,1350
Basicnet,Deichmann SE,MF Apparels LTD.,2900,200,670
Basicnet,Deichmann SE,P.A. Knit Composite Ltd.,259429,70249,53381
Basicnet,Diethnis Athlitiki Ltd.,Haewae Apparel Inc.,40845,4714,8512
Basicnet,Diethnis Athlitiki Ltd.,HKD SINGAPORE PTE. LTD,10418,766,2604
Basicnet,Diethnis Athlitiki Ltd.,P.A. Knit Composite Ltd.,51590,10999,10634
Basicnet,Diethnis Athlitiki Ltd.,Sakthi Infra Tex Private Ltd,14308,2125,2776
Basicnet,Diethnis Athlitiki Ltd.,Trent Shoes Limited,8086,3110,1711
Basicnet,Djak D.O.O. Beograd,,1749,108,0
Basicnet,Djak D.O.O. Beograd,Haewae Apparel Inc.,68704,6529,15761
Basicnet,Djak D.O.O. Beograd,HKD SINGAPORE PTE. LTD,8802,497,253
Basicnet,Djak D.O.O. Beograd,MF Apparels LTD.,83785,7034,24342
Basicnet,Djak D.O.O. Beograd,NRN Knitting & Garments Ltd,12770,3939,4178
Basicnet,Djak D.O.O. Beograd,P.A. Knit Composite Ltd.,104609,22646,15518
Basicnet,Djak D.O.O. Beograd,Sakthi Infra Tex Private Ltd,12549,1938,2358
Basicnet,Djak D.O.O. Beograd,Sathish Fashion,871,131,157
Basicnet,Djak D.O.O. Beograd,Smart Shoes Limited,23065,3055,4447
Basicnet,Djak D.O.O. Beograd,Trent Shoes Limited,53318,18600,14400
Basicnet,Djak D.O.O. Beograd,Zamco Apparel Pvt Ltd,2532,436,560
Basicnet,Dosenbach-Ochsner AG,P.A. Knit Composite Ltd.,26496,7680,4070
Basicnet,Eurosport Ltd,Haewae Apparel Inc.,681,62,123
Basicnet,Eurosport Ltd,NRN Knitting & Garments Ltd,956,312,311
Basicnet,Eurosport Ltd,P.A. Knit Composite Ltd.,13574,1292,2710
Basicnet,Eurosport Ltd,Sakthi Infra Tex Private Ltd,1735,242,334
Basicnet,Eurosport Ltd,Zamco Apparel Pvt Ltd,1211,126,275
Basicnet,Eurosports S.R.O.,Haewae Apparel Inc.,3108,98,856
Basicnet,Fros International B.V.,Amana Knittex Ltd.,16227,7650,1692
Basicnet,Kappa France S.A.R.L.,,145484,26875,0
Basicnet,Kappa France S.A.R.L.,APS Knit Composite Ltd.,19800,4500,3375
Basicnet,Kappa France S.A.R.L.,Cotton Field (BD) Ltd,750816,317505,237383
Basicnet,Kappa France S.A.R.L.,Haewae Apparel Inc.,24753,5819,5935
Basicnet,Kappa France S.A.R.L.,HKD SINGAPORE PTE. LTD,10287,700,2587
Basicnet,Kappa France S.A.R.L.,MF Apparels LTD.,61798,8331,15013
Basicnet,Kappa France S.A.R.L.,Multi-line Industries Limited (Footwear),31258,11462,9773
Basicnet,Kappa France S.A.R.L.,Noman Terry Towel Mills Limited,5640,1200,1080
Basicnet,Kappa France S.A.R.L.,NRN Knitting & Garments Ltd,32375,12500,8625
Basicnet,Kappa France S.A.R.L.,P.A. Knit Composite Ltd.,124027,31744,16389
Basicnet,Kappa France S.A.R.L.,Sanma Knit Fashions,3200,500,1075
Basicnet,Kappa France S.A.R.L.,Sathish Fashion,20060,918,6382
Basicnet,Kappa France S.A.R.L.,Smart Shoes Limited,309427,43729,66997
Basicnet,Kappa France S.A.R.L.,Trent Shoes Limited,15247,5225,4640
Basicnet,Kappa S.R.L.,,166531,74253,0
Basicnet,Kappa S.R.L.,Amana Knittex Ltd.,22680,10800,3780
Basicnet,Kappa S.R.L.,Cotton Field (BD) Ltd,413183,174475,128685
Basicnet,Kappa S.R.L.,Haewae Apparel Inc.,1597998,93334,432337
Basicnet,Kappa S.R.L.,HKD SINGAPORE PTE. LTD,146851,10256,27041
Basicnet,Kappa S.R.L.,Jeeva Garments,12330,1800,3150
Basicnet,Kappa S.R.L.,MF Apparels LTD.,124345,15279,36594
Basicnet,Kappa S.R.L.,Mitali Fashions Ltd.,703310,183578,136131
Basicnet,Kappa S.R.L.,Noman Terry Towel Mills Limited,4600,1000,800
Basicnet,Kappa S.R.L.,NRN Knitting & Garments Ltd,23127,7390,6958
Basicnet,Kappa S.R.L.,P.A. Knit Composite Ltd.,958454,209142,158807
Basicnet,Kappa S.R.L.,Ripon Knitwear Ltd,14256,6480,1944
Basicnet,Kappa S.R.L.,Royal Footwear Ltd.,71140,7372,18799
Basicnet,Kappa S.R.L.,Sakthi Infra Tex Private Ltd,792432,116250,166675
Basicnet,Kappa S.R.L.,Sanma Knit Fashions,63488,7690,16733
Basicnet,Kappa S.R.L.,Sathish Fashion,227206,18635,55610
Basicnet,Kappa S.R.L.,Shoeniverse Footwear Limited,651467,90684,143195
Basicnet,Kappa S.R.L.,Smart Shoes Limited,323211,43140,68712
Basicnet,Kappa S.R.L.,Trent Shoes Limited,160111,60760,34823
Basicnet,Kemsa C.I.S.A.,MF Apparels LTD.,64773,6804,16785
Basicnet,Kemsa C.I.S.A.,P.A. Knit Composite Ltd.,21329,3690,3493
Basicnet,Lapal Free Zone B.V.,Trent Shoes Limited,4972,1920,1046
Basicnet,Modivo S.A.,Haewae Apparel Inc.,68875,5000,13125
Basicnet,Modivo S.A.,HKD SINGAPORE PTE. LTD,26877,1700,7837
Basicnet,Modivo S.A.,P.A. Knit Composite Ltd.,83040,17950,19955
Basicnet,Modivo S.A.,Sakthi Infra Tex Private Ltd,2775,300,525
Basicnet,Modivo S.A.,Sanma Knit Fashions,5700,980,1776
Basicnet,Ochsner Sport AG,Haewae Apparel Inc.,26572,6480,6808
Basicnet,Ochsner Sport AG,MF Apparels LTD.,8655,1070,2851
Basicnet,Ochsner Sport AG,P.A. Knit Composite Ltd.,20699,4830,6480
Basicnet,Retail Morado S.A.,Fairfax Couture Pvt Ltd,5963,265,1060
Basicnet,Shanghai Kappa Sporting Goods Co. Ltd.,Haewae Apparel Inc.,7483,266,2433
Basicnet,Shanghai Kappa Sporting Goods Co. Ltd.,Sanma Knit Fashions,1196,70,268
Basicnet,Sportmaster Ltd.,Haewae Apparel Inc.,6524,620,1568
Basicnet,Sportmaster Ltd.,MF Apparels LTD.,44186,3413,12212
Basicnet,Sportmaster Ltd.,NRN Knitting & Garments Ltd,25526,9100,8426
Basicnet,Sportmaster Ltd.,P.A. Knit Composite Ltd.,62082,9144,11416
Basicnet,STX Sport Aps,,4944,1080,0
Basicnet,STX Sport Aps,Alliance Knit Composite Ltd.,220917,34171,46393
Basicnet,STX Sport Aps,Cotton Field (BD) Ltd,9124,4010,2707
Basicnet,STX Sport Aps,Haewae Apparel Inc.,223743,9143,42940
Basicnet,STX Sport Aps,Karooni Fashions Limited.,48996,7200,9756
Basicnet,STX Sport Aps,MF Apparels LTD.,151,24,34
Basicnet,STX Sport Aps,NRN Knitting & Garments Ltd,45530,19728,9033
Basicnet,STX Sport Aps,P.A. Knit Composite Ltd.,379023,105171,59973
Basicnet,STX Sport Aps,Radiance Knitwears Limited,389958,65903,94864
Basicnet,Yun San Corporation,Haewae Apparel Inc.,8798,663,1732
Basicnet,Yun San Corporation,HKD SINGAPORE PTE. LTD,3501,232,949
Basicnet,Yun San Corporation,MF Apparels LTD.,3151,392,748
Basicnet,Yun San Corporation,NRN Knitting & Garments Ltd,759,293,202
Basicnet,Yun San Corporation,P.A. Knit Composite Ltd.,8045,1032,1473
Basicnet,Yun San Corporation,Sakthi Infra Tex Private Ltd,3716,466,1069
Bestseller,Bestseller,,283654,38734,0
Bestseller,Bestseller,Adury Apparels Ltd.,2115089,386681,284014
BHPC,Apparel FZCO,,1064950,100817,0
BHPC,Apparel FZCO,Al-Amin Exports Ltd.,752055,63950,164019
BHPC,Apparel FZCO,Eve Dress Shirts Ltd.,195099,21000,27825
BHPC,Apparel FZCO,Evitex Dress Shirt Limited,90220,6500,18330
BHPC,Apparel FZCO,Excom Fashions Ltd.,780809,110158,141662
BHPC,Apparel FZCO,Graphics Textiles Ltd.,208396,39970,39391
BHPC,Apparel FZCO,Haewae Apparel Inc.,298715,13154,33071
BHPC,Apparel FZCO,HKD SINGAPORE PTE. LTD,301752,17401,40901
BHPC,Apparel FZCO,Mascot Ltd. DMCC,234998,25400,80550
BHPC,Apparel FZCO,Mitali Fashions Ltd.,82424,9400,10997
BHPC,Apparel FZCO,South End Sweater Co.Ltd,30030,2002,10110
BHPC,Apparel group (India) Private Limited,,151376,17090,0
BHPC,Apparel group (India) Private Limited,Al-Amin Exports Ltd.,99678,7850,20093
BHPC,Apparel group (India) Private Limited,Eve Dress Shirts Ltd.,25248,2800,4395
BHPC,Apparel group (India) Private Limited,Excom Fashions Ltd.,66035,8100,9317
BHPC,Apparel group (India) Private Limited,Mascot Ltd. DMCC,14171,1260,4472
BHPC,Apparel group (India) Private Limited,South End Sweater Co.Ltd,12361,940,4418
Bodytalk,Bodytalk,Gelal Corap Sanayi VE Ticaret A.S.,24341,12700,2178
BRAX,Leineweber  Gmbh U. Co. Kg,,802118,67550,0
BRAX,Leineweber  Gmbh U. Co. Kg,Crown Wears Private Ltd,5621241,357154,1330176
BRAX,Leineweber  Gmbh U. Co. Kg,Echoknits Ltd.,1790482,96652,519187
BRAX,Leineweber  Gmbh U. Co. Kg,Fakir Apparels Ltd.,408473,29076,83613
BRAX,Leineweber  Gmbh U. Co. Kg,Graphics Textiles Ltd.,1757366,150374,445685
BRAX,Leineweber  Gmbh U. Co. Kg,Sonia & Sweaters Limited,1118692,47253,360161
BRAX,Leineweber  Gmbh U. Co. Kg,Square Fashions Ltd.,632562,56311,141782
BRAX,Leineweber  Gmbh U. Co. Kg,Version Tekstil Turizm San ve Dış Tic AŞ,630883,31702,68906
BRAX,Leineweber  Gmbh U. Co. Kg,VIP Spor Malzemeleri Tekstill SAN. TIC. LTD. STI.,4905,300,1040
"BRENTWOOD HOME, LLC","Brentwood Rentwood Home, LLC",Noman Terry Towel Mills Limited,24289,3580,7161
BVB Merchandising GmbH,BVB Merchandising GmbH,Yurteks Baski Ve Tekstil San.,89102,5100,8257
Casamoda,Casamoda Heinrich Katt GmbH & Co. KG,Fakir Apparels Ltd.,364560,23594,49750
Casamoda,Casamoda Heinrich Katt GmbH & Co. KG,Graphics Textiles Ltd.,442564,21609,62196
Casamoda,Casamoda Heinrich Katt GmbH & Co. KG,Square Apparels Ltd. (Garments Unit),156438,7050,29423
Casamoda,Casamoda Heinrich Katt GmbH & Co. KG,Tech Max Limited,34633,10090,9190
Casamoda,Redmond,Tosrifa Industries Limited,329182,47577,38818
Castore,Castore,VIP Spor Malzemeleri Tekstill SAN. TIC. LTD. STI.,1712928,179655,106984
Castore,Castore,Yurteks Baski Ve Tekstil San.,220792,15580,28126
Cencosud,Cencosud Retail S.A.,Excom Fashions Ltd.,162009,42395,12048
Cencosud,Cencosud Retail S.A.,NRN Knitting & Garments Ltd,81256,22165,13151
"Centerline Athletics, LLC","Centerline Athletics, LLC",Santic (Bangladesh) Co. Ltd.,488858,49827,61396
Champion,Champion Europe S.R.L.,,224769,40457,0
Champion,Champion Europe S.R.L.,GMS Composite Knitting Ind. Ltd.,460126,155631,30834
Champion,Champion Europe S.R.L.,KA Design Ltd.,67216,1600,21616
Champion,Champion Europe S.R.L.,Libas Textiles Ltd.,996431,330510,221370
Champion,Champion Europe S.R.L.,Mondol Fabrics Ltd.,6284217,1582838,550554
CIA Hering,CIA Hering,,156588,50892,0
CIA Hering,CIA Hering,AJ Fashions Ltd,2005602,394669,7668
CIA Hering,CIA Hering,Echoknits Ltd.,1588244,493269,125560
CIA Hering,CIA Hering,MG Shirtex Limited,1642766,274693,140865
CIA Hering,CIA Hering,Shinest Apparels Ltd.,1564942,281312,138976
CIA Hering,CIA Hering,Sinha Knit And Denim Ltd.,2694403,726827,143159
Cisalfa,Cisalfa Sport S.P.A,,1631319,337238,0
Cisalfa,Cisalfa Sport S.P.A,Adury Apparels Ltd.,1183060,257300,360263
Cisalfa,Cisalfa Sport S.P.A,Al-Amin Exports Ltd.,599825,58700,172295
Cisalfa,Cisalfa Sport S.P.A,Aleya Apparels Ltd.,2377852,167144,527655
Cisalfa,Cisalfa Sport S.P.A,Armana Apparels Ltd,326886,28018,77894
Cisalfa,Cisalfa Sport S.P.A,Denimach Ltd.,520370,39500,139423
Cisalfa,Cisalfa Sport S.P.A,Eve Dress Shirts Ltd.,512276,64850,106193
Cisalfa,Cisalfa Sport S.P.A,Evitex Dress Shirt Limited,260994,31215,57471
Cisalfa,Cisalfa Sport S.P.A,Far East Knitting & Dyeing Industries Ltd,692316,117650,185731
Cisalfa,Cisalfa Sport S.P.A,Haewae Apparel Inc.,184525,10700,22832
Cisalfa,Cisalfa Sport S.P.A,Hamko Leathers Limited.,28588,3636,5749
Cisalfa,Cisalfa Sport S.P.A,HKD SINGAPORE PTE. LTD,204604,15265,45289
Cisalfa,Cisalfa Sport S.P.A,Hornbill Apparel Limited,2541216,321340,571105
Cisalfa,Cisalfa Sport S.P.A,Incredible Fashions Limited,3070491,305148,634628
Cisalfa,Cisalfa Sport S.P.A,Jai Knit Creations,99280,12345,19828
Cisalfa,Cisalfa Sport S.P.A,KA Design Ltd.,507776,120356,79108
Cisalfa,Cisalfa Sport S.P.A,LZ Fashion Wear Ltd.,707120,124336,105432
Cisalfa,Cisalfa Sport S.P.A,MARK SWEATER LTD.,87090,8500,21780
Cisalfa,Cisalfa Sport S.P.A,Marks Men Exports,42643,5107,7916
Cisalfa,Cisalfa Sport S.P.A,Mascot Ltd. DMCC,311788,23509,96186
Cisalfa,Cisalfa Sport S.P.A,MG Knit Flair Ltd.,356705,33900,102051
Cisalfa,Cisalfa Sport S.P.A,Minimax Ltd.,586525,46800,158218
Cisalfa,Cisalfa Sport S.P.A,Mosharaf Apparels Studio Limited,2897064,545254,752738
Cisalfa,Cisalfa Sport S.P.A,Norban Comtex Ltd.,377135,47800,89629
Cisalfa,Cisalfa Sport S.P.A,Santic (Bangladesh) Co. Ltd.,316363,31140,42948
Cisalfa,Cisalfa Sport S.P.A,Shoeniverse Footwear Limited,168622,11420,43573
Cisalfa,Cisalfa Sport S.P.A,Smart Shoes Limited,201304,14460,42191
Cisalfa,Cisalfa Sport S.P.A,Sonia Fine Knit Limited,233800,24600,64150
Cisalfa,Falis 2014 S.R.L,Al-Amin Exports Ltd.,63603,6180,15453
Cisalfa,Falis 2014 S.R.L,Aleya Apparels Ltd.,238222,16366,52106
Cisalfa,Falis 2014 S.R.L,Eve Dress Shirts Ltd.,8418,455,1233
Cisalfa,Falis 2014 S.R.L,Evitex Dress Shirt Limited,19275,2260,4140
Cisalfa,Falis 2014 S.R.L,Far East Knitting & Dyeing Industries Ltd,694797,69676,162068
Cisalfa,Falis 2014 S.R.L,HKD SINGAPORE PTE. LTD,48865,1720,3715
Cisalfa,Falis 2014 S.R.L,Hornbill Apparel Limited,9504,2880,2016
Cisalfa,Falis 2014 S.R.L,Incredible Fashions Limited,179545,11971,13954
Cisalfa,Falis 2014 S.R.L,Minimax Ltd.,89236,6890,26425
Cisalfa,Falis 2014 S.R.L,Mosharaf Apparels Studio Limited,622666,102759,137667
Cisalfa,Falis 2014 S.R.L,Norban Comtex Ltd.,316153,45205,85403
Cisalfa,Falis 2014 S.R.L,Sonia Fine Knit Limited,136369,12572,32514
Cisalfa,Intersport Italia SPA,Adury Apparels Ltd.,3840,1600,1040
Cisalfa,Medico Far East Limited.,,77615,7200,0
Cisalfa,Medico Far East Limited.,Al-Amin Exports Ltd.,49235,4300,14835
Cisalfa,Medico Far East Limited.,Far East Knitting & Dyeing Industries Ltd,940923,131365,224596
Cisalfa,Medico Far East Limited.,Minimax Ltd.,142360,13452,33494
Cisalfa,Medico Far East Limited.,Norban Comtex Ltd.,2154945,298000,455255
Cisalfa,Medico Far East Limited.,Sonia Fine Knit Limited,22000,2000,7600
Cloudpillo,Cloudpillo B.V.,Greenhome Furnishings Private Limited,1190566,138992,102655
Comercial Montgar SPA,Comercial Montgar SPA,Excom Fashions Ltd.,143592,14352,24018
Comercial Montgar SPA,Comercial Montgar SPA,VEERA Clothing,30938,2750,3438
Comercial TBC S.A,Comercial TBC S.A,NRN Knitting & Garments Ltd,71690,20371,13633
Comercializadora Sikerei SPA,Comercializadora Sikerei SPA,NRN Knitting & Garments Ltd,84151,21304,8742
Craft of Scandinavia,Craft of Scandinavia,Teks-Team Gida Nakl.Temizlik San.Tic. LTD. STI,21263,3711,3491
Craft of Scandinavia,Craft of Scandinavia,VIP Spor Malzemeleri Tekstill SAN. TIC. LTD. STI.,34531,2650,4295
Craft of Scandinavia,Craft of Scandinavia,Yurteks Baski Ve Tekstil San.,230218,17595,38735
Diadora,Diadora S.P.A.,,24869,3148,0
Diadora,Diadora S.P.A.,GMS Textiles Ltd.,1390259,171354,90169
Diadora,Diadora S.P.A.,LZ Fashion Wear Ltd.,2596,88,1804
Diadora,Diadora S.P.A.,LZ Textiles Ltd,1815785,165108,270059
Diadora,Diadora S.P.A.,S M Knitwears Limited,740992,139123,82046
Diamond Icon,AB Marketing Sp. z o.o,P.A. Knit Composite Ltd.,1191,161,209
Diamond Icon,Anzamar S.L,P.A. Knit Composite Ltd.,132,24,5
Diamond Icon,Bogdan Koval,P.A. Knit Composite Ltd.,2346,585,410
Diamond Icon,Brand Folio FZCO,Mitali Fashions Ltd.,39800,9677,8861
Diamond Icon,Brand Folio FZCO,P.A. Knit Composite Ltd.,48523,10481,6469
Diamond Icon,Comercial Depor Limited,Mitali Fashions Ltd.,2573,490,641
Diamond Icon,Comercial Depor Limited,P.A. Knit Composite Ltd.,1911,344,127
Diamond Icon,CRC Sports Co. Ltd.,Mitali Fashions Ltd.,11110,2400,2520
Diamond Icon,CRC Sports Co. Ltd.,P.A. Knit Composite Ltd.,15352,3448,1934
Diamond Icon,Dass Eldorado S.R.L,Mitali Fashions Ltd.,7420,1900,1525
Diamond Icon,Dass Nordeste Calcados E Art Esp SA,Mitali Fashions Ltd.,4590,900,1035
Diamond Icon,Dass Nordeste Calcados E Art Esp SA,P.A. Knit Composite Ltd.,6285,1200,795
Diamond Icon,Descente Japan Ltd,Mitali Fashions Ltd.,8000,1500,2000
Diamond Icon,Descente Japan Ltd,P.A. Knit Composite Ltd.,1110,150,195
Diamond Icon,Designworks International Pty Ltd,Mitali Fashions Ltd.,2407,495,565
Diamond Icon,Designworks International Pty Ltd,P.A. Knit Composite Ltd.,2507,430,307
Diamond Icon,Diamond Icon,Mitali Fashions Ltd.,7305,1615,1707
Diamond Icon,Diamond Icon,Multi-line Industries Limited (Footwear),375,78,45
Diamond Icon,Diamond Icon,P.A. Knit Composite Ltd.,6980,1300,510
Diamond Icon,GL Dameck Limited,,527,94,0
Diamond Icon,GL Dameck Limited,Mitali Fashions Ltd.,599222,136640,87983
Diamond Icon,GL Dameck Limited,P.A. Knit Composite Ltd.,39636,6703,5676
Diamond Icon,GL Dameck Limited,Radiance Knitwears Limited,96784,11790,16879
Diamond Icon,GL Dameck Limited,Sahinler Egypt - Private Free Zone,125377,42182,21906
Diamond Icon,Iconix Brand UK Ltd,Mitali Fashions Ltd.,138,28,33
Diamond Icon,Iconix Brand UK Ltd,P.A. Knit Composite Ltd.,54,12,11
Diamond Icon,Importadora Canaima C.A.,Mitali Fashions Ltd.,5445,990,1485
Diamond Icon,Isaac Morris Ltd,Mitali Fashions Ltd.,9420,2400,2160
Diamond Icon,KS Depor S.A.,P.A. Knit Composite Ltd.,2634,492,265
Diamond Icon,Marketing Investment Group Spotka z ograniczona od,P.A. Knit Composite Ltd.,9500,2500,2000
Diamond Icon,Outerstuff LLC,P.A. Knit Composite Ltd.,18648,3597,2347
Diamond Icon,Royer SAS,P.A. Knit Composite Ltd.,1191,161,209
Diamond Icon,Royer SAS,Smart Shoes Limited,138138,20020,23023
Diamond Icon,Scantrade Scandinavia AB,Mitali Fashions Ltd.,428,126,88
Diamond Icon,Scantrade Scandinavia AB,P.A. Knit Composite Ltd.,1118,240,221
Diamond Icon,Sport Group SA,Mitali Fashions Ltd.,5379,1550,1008
Diamond Icon,Sportinental FZ-CO,Mitali Fashions Ltd.,5830,1160,1377
Diamond Icon,Sportisimo S.R.O.,,78200,27200,0
Diamond Icon,Sportisimo S.R.O.,Mitali Fashions Ltd.,135120,43300,17290
Diamond Icon,Sportisimo S.R.O.,Multi-line Industries Limited (Footwear),78200,27200,18360
Diamond Icon,Sportisimo S.R.O.,P.A. Knit Composite Ltd.,89928,25000,21093
Diamond Icon,Staunton Sports Ltd T/A Elverys,Mitali Fashions Ltd.,20928,5276,4826
Diamond Icon,Staunton Sports Ltd T/A Elverys,P.A. Knit Composite Ltd.,2166,424,385
Diamond Icon,Staunton Sports Ltd T/A Elverys,VIP Spor Malzemeleri Tekstill SAN. TIC. LTD. STI.,35618,4618,35568
Diamond Icon,Staunton Sports Ltd T/A Elverys,Yurteks Baski Ve Tekstil San.,57266,6651,51383
Diamond Icon,Superdeporte S.A,Mitali Fashions Ltd.,13490,2960,2660
Diamond Icon,Superdeporte S.A,P.A. Knit Composite Ltd.,12915,2700,2610
Diamond Icon,Universal Athletics Gmbh,Mitali Fashions Ltd.,172937,78070,17288
Diamond Icon,Universal Athletics Gmbh,P.A. Knit Composite Ltd.,13810,2617,1604
Diamond Icon,Universal Athletics Gmbh,Radiance Knitwears Limited,766178,173849,131055
Diesel,Diesel S.P.A,4A Yarn Dyeing Ltd.,407317,17893,55092
Diesel,Diesel S.P.A,GMS Composite Knitting Ind. Ltd.,1404370,275854,130048
Diesel,Diesel S.P.A,GMS Textiles Ltd.,343946,49838,32561
